review;sentiment
Dare possibilità di regolare bene la sella, non solo in altezza ma pure inclinazione: sono molto spesso troppo inclinate verso alto, anziché orizzontali o meglio un filo in basso;1
si potrebbe mettere una stazione BikeMi in Piazza Grandi?;1
il servizio va benissimo. prevederei postazioni in periferia e integrerei l'abbonamento nell'abbonamento atm (aumentando quest'ultimo). serve inoltre un crash program di costruzione delle ciclabili e una formazione del guidatore medio che non ha rispetto per le bici. comunque ottimo lavoro, grazie!;1
biciclette troppo pesanti sia da sganciare che da usare;0
niente;0
Grazie, credo sia una iniziativa ottima per la città e i cittadini.;1
le stazioni andrebbero riempite a fine servizio dopo la mezzanotte d'inverno e notte inoltrata d'estate perche delle volte vedo caricare ( in zone piu periferiche) caricano tutti gli stalli e tutte le stazioni vicine e non si puo consegnare ....;-1
Riparate le biciclette!soprattutto i cambi!;0
Continuate così;1
esteticamente non sono per niente invoglianti, pesanti e scomodissime! Mancano di carattere. Siamo a Milano capitale del design. Ve lo dico io che lavoro nella moda ad altissimo livello. Dovete fare molto molto meglio. e poi pubblicità‚Ä¶ sulle bici intendo, ognuna dovrebbe essere customizzata con la pubblicità. se volete vi do una bella mano;1
la pericolosità è un insieme di mancanza di piste ciclabili e di diseducazione stradale. milgiorare gli spazi per il transito delle biciclette per strada.;-1
collegare di piu ' le zone periferiche. Ad es.  via bazzi;0
rendere meno pesanti le bici;0
La cosa terribile che mi succede è quella di trovare spesso una bici in pessime condizioni che rende penoso il percorso senza possibilità di cambiarla, se non dopo 10 minuti.;-1
Ampliare le fasce orarie del servizio specialmente al mattino presto tipo dalle 06.00 o prima ancora quando gli altri mezzi pubblici scarseggiano.;0
Continuate cosi' pero' date piu' di 30 secondi per prelevarla a volte sono lunghi i parcheggi. Grazie;0
controllare+spesso il cambio x le velocità;0
Estendere il numero di stazioni;0
Estendere il servizio anche oltre la circonvallazione della 90 91 con piste ciclabili annesse.;0
Aumentare le stazioni;0
ci sono tante bici ma senza le piste ciclabili girare è un suicidio;-1
Aggiungere più stazioni nella zona sud-ovest della città;-1
migliorare la manutenzione delle bici;1
evitare di perdere mezz'ora di tempo la mattina alla ricerca di una stazione dove parcheggiare la bici in quanto alcune stazioni sono spesso piene. predisporre un sistema che avvisi in tempo utile se le stazioni usate di frequente sono libere o no;-1
Togliere del tutto i cambi che sono sempre rotti!!!;-1
Aumentare le piste ciclabili, migliorare la manutenzione. Dei mezzi;1
le rastrelliere in centro devono essere liberate con maggiore frequenza. la mattina , a volte , si rischia di girare  a vuoto per mezzora in cerca di un posto libero;-1
anticipare l'orario dell'uso della bici al mattino  di almeno 30 minuti.. Gli infermieri iniziano il turno del mattino alle h 7.00;-1
Mettere dei paletti davanti ad alcune stazioni perché capita spesso e volentieri che le macchine ci parcheggino sopra. Due paletti risolverebbero questo annoso problema.;-1
RENDERE LE STAZIONI PIU' VISIBILI, AD ESEMPIO CON UN CARTELLO LUMINOSO;1
"Serve urgentemente una rete ben strutturata di piste ciclabili; viaggiare nel traffico delle auto è troppo pericoloso. Poi due accorgimenti per migliorare il servizio: 1) Prolungare la possibilità di prendere la bici, possibilmente tutta la notte. 2) Aggiungere stazioni nei quartieri più periferici.";0
Suggerirei installare nuove stazioni bikemi verso piazzale lotto/piazza firenze/bovisa;-1
Gli unici due aspetti negativi sono la mancanza di piste ciclabili e il fatto che spesso le biciclette siano in cattive condizioni;-1
Molto spesso la manutenzione delle biciclette è deludente (il cambio è quasi sempre rotto) e sono molto pesanti;-1
Estendere alle periferie;0
completare copertura e introdurre bici elettriche;-1
piste ciclabili, possibilmente senza pavé;0
Talvolta ci sono disservizi legati a biciclette agganciate male, bloccate o non funzionanti per cui, una volta chiamato il call center, occorre sempre aspettare almeno 15 minuti (se non un'ora) prima di poter riprendere la bici e questo crea sempre problemi perchè comporta ritardi, riorganizzazione, etc. Insomma in disservizio non irrilevante. Si dovrebbe permettere di prendere un'altra bicicletta immediatamente.;-1
migliorare il sistema di sganciamento che spesso è difettoso;-1
allargate la rete di stazioni disponibili! :);1
diminuire i tempi di attesa al n.verde.;-1
introdurre agganci orizzontali per le bici. spingere per introdurre piste ciclabili nei tratti con pavè o rotaie dei tram;-1
la manutenzione delle bicilette dovrebbe essere più frequente, quindi più controllate;0
il cambio spesso funziona male e le ruote a volte sono sgonfie;-1
La qualità delle biciclette sta peggiorando. Sarei disposto a pagare di più, se ci fosse un servizio di manutenzione più efficiente.;1
Aumentare le stazioni in zona universitaria (piazza Leonardo, via golgi, via celoria....);0
piste ciclabili estese;0
Spesso le stazioni non funzionano per motivi tecnici e altrettanto spesso non si trovano spazi liberi per riporre le biciclette.;-1
tenete meglio le bici... uno non sa mai come la trova, senza feni, traballante ecc;0
una stazione a piazza nizza, vicino al niguarda sarebbe perfetta;1
OTTIMO SERVIZIO. ATTENDO APERTURA NUOVE STAZIONI;1
feedback immediato sul servizio;0
"Il cambio della bici spesso \\""sgrana\""\"". I 10 minuti di blocco non permettono di prendere un'altra bici se si temporeggia troppo o se quella prelevata risulta guasta. Sarebbe comoda un'indicazione del lato da cui prelevare (per le stazioni con bici su due lati).""";-1
maggiori stazioni anche in zone piu' decentrate della citta';1
Spesso gli stalli in centro sono pieni (quando si deve parcheggiare);-1
non rimpire completamente gli stralli, in modo che si trova sempre o spesso un posto libero dove lasciare la bici;-1
Diminuire il tempo tra una lasciata e la successiva presa;-1
spesso le piazzole sono completamente piene e non si riesce a riconsegnare la bicicletta;-1
Mi è capitato spesso di trovare biciclette con le ruote non sufficientemente gonfie, e di avere problemi nella pedalata, che risultava troppo dura anzichè leggera.;-1
Riparate i cambi delle biciclette e fissate bene i sellini. Altrimenti sono frustranti e inefficienti.;-1
Io ed i miei figli usiamo Bikemi prevalentemente la sera per il rientro a casa dopo un'uscita. Lo stop alle 24 nei giorni feriali e' davvero troppo presto. Aumenterei di qualche ora.;0
aumentare la disponibilità di stalli, soprattutto perchè nelle ore di punta non si riesce a parcheggiare.;0
biciclette più leggere e avere la possibilità di indicare subito una bicicletta che non funziona;-1
Più Postazioni e bici meno scassate;0
L'unica pecca da me riscontrata è che spesso trovo bici con ruote sgonfie e me ne accorgo solo dopo aver fatto qualche pedalata....mi hanno consigliato di provarla prima e poi restituirla, ma così perderei la comodità di prendere la bici per fare più in fretta ad arrivare al lavoro....;0
Ruote spessissimo sgonfie o leggermente sgonfie;-1
Maggiori convenzioni con musei, mostre, altri mezzi municipali;0
servono più biciclette nelle varie stazioni;0
bici un po' troppo pesanti. strade cittadine poco adatte ai ciclisti.;1
Le biciclette andrebbero controllate meglio per es freni, sellini, cambi, ruote ecx;1
CONTINUATE COSI BRAVI BRAVI;1
Manutenzione biciclette da migliorare;1
Sarebbe utile poter inserire un brevissimo questionario a fine noleggio (come ad esempio quello utilizzato sulle smart da car2go) per segnalare lo stato della bicicletta.;1
posizionare le stazioni anche nei comuni limitrofi a Milano;-1
Controllare di più lo stato delle biciclette, spesso rotte, con gomme a terra o malfunzionanti.;-1
La manutenzione delle bici andrebbe migliorata;1
"Va gestito il numero di biciclette nelle ore di punta presso la stazione Cadorna, dove o non ci sono le bici al mattino o non c'è il posto libero per lasciarle la sera. Il costumer care è lasciato a delle persone estremamente maleducate e che non sono in grado di dare supporto. Mi è anche accaduto che si permettessero di \\""sgridarmi\""\"". Tengo a precisare che mi è capitato 1 volta un operatore donna educato e professionale.  Inoltre accade di frequente che non ci siano stralli liberi in Brera (Cusani) al mio arrivo al mattino. DA Brera a Cadorna non ci sono piste ciclabili ed è molto pericoloso. Bisognerebbe chiarire che i ciclisti possono utilizzare i marciapiedi quando la strada è pericolosa (es. Broletto). L'idea è buona ma la gestione va completamente rivista. Per questo motivo non rinnoverò, con dispiacere, l'abbonamento.""";-1
le biciclette sono state studiate da chi non ne ha mai usata una! sono troppo pesanti . Il mio suggerimento è quello di estendere anche in orario notturno il servizio e di aumentare le stazioni in perfieria, eventualmente sacrificandone alcune in centro scarsamente utilizzate.;-1
"migliorare le biciclette (in particolare il cambio); prevedere il rinnovo della tessera scaduta senza doverla rifare da zero ed utilizzando i dati già in vostro possesso";0
piu piste ciclabile,  un aria piu grande della cita ( sesto san giovanni, o milano sud);1
più stalli liberi per lasciare le bici soprattutto in centro città e in particolare in primavera-estate;0
Delle biciclette senza marce aumenterebberò il confort di viaggio e ridurrebbero i costi di manutenzione. A Milano non ci sono nè salite nè discese che giustifichino la presenza delle marce;-1
"è necessario curare di più la manutanzione delle bici; molto spesso le gomme sono sgonfie al ritiro dalla stazione e la bici diventa pericolosa da guidare.Altra cosa: a volte la bici non si stacca dallo stallo pur essendo stata assegnata mentre per il sistema la stessa risulta erroneamente in uso; questa situazione crea disagi perchè non è possibile prenderne un'altra e la tessera rimane bloccata per ore e l'unico modo di sbloccarla è contattare il servizio clienti. Il software dovrebbe accorgersi del mancato distacco della bici dallo stallo. Grazie";-1
Stazioni spesso piene - più di una volta sono dovuto tornare indietro a posarla e prendere il tram!!;-1
migliorare lo spostamento delle bici in funzione dei flussi (stazioni di prelievo vuote / di arrivo piene...);-1
1. Cura maggiore delle biciclette. 2. Servizio clienti più intelligente: non è possibile che per blocco della tessera (per cause vostre), si perdano 10 minuti per chiamare l'assistenza e se ne debbano aspettare altri 30 per lo sblocco della tessera. 3. stazioni spesso fuori servizio, soprattutto negli orari di punta (vedi via paleocapa).;0
Ridurre frequenza guasti alle bici, aumentare spostamenti delle bici dalle stazioni piene;-1
Allargare le zone di utilizzo: io lavoro in Piazza Udine e BikeMi non ci arriva. L'area servita è troppo ristretta;1
C'e' bisogno di più stazioni!;-1
aumentare la manutenzione;0
In zona Tribunale (Via Daverio - San Barnaba) ci sono troppe poche stazioni e la mattina sono tutte piene.;1
si devono coprire zone che ormai sono centrali e d'interscambio con la MM (viale monza e altre periferie vicine);-1
Accesso più veloce al customer care e maggiore manutenzione delle bici;1
Troppo spesso le bici hanno gomme sgonfie o sellino che scivola. Bici troppo pesanti.;-1
deposito in zona stazione Porta Garibaldi FS;0
Estendere la rete fino alla terza circonvallazione;1
offrirei l'abbonamento bikemi gratuito a che fa l'abbonamento annuale atm;1
Un maggior numero di stazioni nella zona Ovest-NordOvest e oltre la circolare + MANUTENZIONE + sistema per segnalare che la bicicletta ha problemi tecnici;0
risolvere il problema delle postazioni più periferiche sempre vuote o sempre occupate in determinate fasce orarie, soprattutto la sera;-1
Potrebbe essere utile controllare meglio il funzionamento delle biciclette, le marce, i pedali, ....;1
Aumentare l'orario di servizio, è comunque una valida alternativa quando la sera girano pochi mezzi pubblici;0
CONSIGLIO DI MONITORARE ATTENTAMENTE IN TEMPO REALE LA DISPONIBILITA' DI BICI O STALLI LIBERI NELLE STAZIONI PER INTERVENIRE E GARANTIRE L'EFFICIENZA DEL SERVIZIO;1
Sarebbe migliore se inizia ore 06:00 del mattino,  cosi possiamo prendere primo auto bus e metro. Grazie mille.;1
"la manutenzione deve essere migliorata (controllo dei freni; controllo del cambio). gradirei un ulteriore ampliamento delle stazioni bikemi (abito in zona Lancetti e farei volentieri a meno di prendere i mezzi pubblici per andare in centro)";1
Io che non sopporto il freddo uso la bikemi in pieno inverno!;-1
Pagherei di più per bici meno pesanti.;0
Potrese sbloccare la soglia di tempo del 30 minuti per l'utilizzo gratuito (escluso pagamento quota iscrizione si intende);1
Più stazioni in periferia (specialmente zona ovest), servizio h24 o almeno h20 (dalle 6 alle 2). Il cambio non sempre funziona bene, in particolare la terza marcia.;0
Curare la manutenzione delle biciclette e svuotare dalla bici le stazioni più importanti, nella stagione estiva soprattutto, negli orari di punta sono spesso piene e non è quindi possibile lasciarla in quella determinata stazione.;1
Realizzare più piste ciclabili soprattutto in centro citttà;1
fare manutenzione alle bici;0
bici meno pesanti da sollevare e più basse;1
Aumentare le stazioni nelle zone meno centrali e non servite da metro. Controllare le bici perchè hanno sempre qualche problema;-1
aumentare le postazioni anche verso le periferie;0
Ci vuole piu' attenzione alla manutenzione dei cambi e il fissaggio della sella;0
Fare un App apposita per Mobile, funzionale e utile;1
1. migliorare la app 2. la stazione di piazzale Baracca perché è stata tolta?;1
Tre volte successo che la bicicletta rimane attaccata al parcheggio e non posso usarla;0
più stazioni nella zona nord est;0
le bici sono piuttosto ben tenute unica pecca è che spesso il cambio non funziona correttamente;0
Si dovrebbe poter cambiare subito bici se quella che si è presa non funziona bene  senza dover aspettare 10 minuti.;0
ampliate le aree. Tante sono sprovviste...;0
Troppo spesso le stazioni sono completamente piene o completamente vuote, impedendo la consegna o il prelievo;-1
qualche stazione aggiuntiva verso la periferia;0
L'assenza di piste ciclabili e la pericolosità delle strade rendono l'uso della bicicletta molto difficile e seriamente rischioso;-1
Gradirei una maggiore manutenzione (pedali, gomme ma soprattutto il cambio). Grazie;1
biciclette piu leggere e maggiore facilità nel prelevamento agli stalli(spesso la tessera si blocca);-1
curare di più la manutenzione delle bici sprattutto freni cambio e sella;1
non capisco la limitazione del servizio alla mezzanotte, visto l'orario limitato di altri mezzi potrebbe essere una buona alternativa notturna;-1
Aumentare le stazioni nella zona tra BuenosAires e Città studi;0
Piu attenzione a liberare gli stalli pieni;0
Controllate più spesso la pressione delle gomme;-1
a volte non si riesce a restituire la bici, soprattutto in centro, perchè rastrelliera è piena. A volte dovrebbero essere svuotate, o samplicemnte aggiunte piu' rastelliere. Occorrereebbe anche piu' punti bike, 1 ogni 3 isolati;0
Qualche bici potrebbe essere fornita di seggiolino per portare i bambini;0
Controllare più frequentemente i parcheggi, per non lasciarli pieni o vuoti troppo a lungo;-1
migliorare il cambio, verificare lo stato delle gomme, ottimizzare la distribuzione delle bici per evitare rastrelliere vuote al prelievo o piene alla consegna;-1
maggiore frequenza manutenzione, maggiore frequenza ridistribuzione biciclette nelle stazioni più affollate;1
"Trovare un fornitore di trasmissione (quella cardanica scelta)migliore spesso \\""sgrana \""\"" il rapporto scelto rendendo impossibile pedalare con forza e soprattutto nelle ripartente e' fastidioso nonché pericoloso visto che ci si deve levare da incroci pericolosi con auto che non vedono i ciclisti.con le piste ciclabili altra musica....""";-1
più bici presso le stazioni ferroviarie;-1
Quando aprono la stazione Bikemi in Garibaldi?;0
Tenderei a seguire il modello di Parigi (dove ho vissuto): servizio 24h, pagamento anche sul posto con carta di credito e scelta della bici, non attribuzione dal totem.;1
Possibilità di inserire eventuali problemi della bicicletta;-1
Migliore e più frequente manutenzione;1
Se io non posso essere sicuro di non potere prelevare una bici, smetterò di affidarmi sul servizio e quindi di usarlo. Risolvete quindi i vari disservizi che caratterizzano il sistema.;1
APP X SMARTPHONE CHE FUNZIONI - ESTENSIONE SERVIZIO - INCREMENTO KM DEDICATI X UTILIZZO BICI;1
migliore manutenzione alle bici!|;1
spesso hanno problemi al cambio (pedalate a vuoto);-1
sono entusiasta del servizio!;1
più piste ciclabili!;0
Spesso le ruote delle bici sono troppo sgonfie o troppo dure. Inoltre quasi sempre il cambio scatta, dà qualche problama;-1
Spesso alla sera le ruote delle bici sono troppo sgonfie e molte volte alla sera a Cadorna gli stalli sono pieni e tocca aspettare 10-15 minuti facendomi perdere il treno.;-1
biciclette migliori (più leggere e meglio tenute) e più piste ciclabili protette;1
Cambiare/togliere il grasso sul tubo che regge la sella perche' spesso sporca i pantaloni;-1
Aumentare il numero di stalli nelle ringhiere più periferiche;-1
Il servizio è efficiente e ben gestito. Mi auguro possa diventare sempre più capillare nel centro e raggiungere anche le zone più esterne. La speranza è che questo sviluppo sia accompagnato anche da lavori che migliorino la circolazione e le condizioni di sicurezza per i ciclisti.;1
E' INCONCEPIBILE CHE NON CI SIA UNA STAZIONE DAVANTI ALLA STAZIONE GARIBALDI;-1
installare stazioni al di fuori della circonvallazione esempio P.Le Lotto e S.Siro;-1
vanno riviste le bici (specialmente il peso) e la praticabilità ed affidabilità delle stazioni. oltre che aumentarne il numero.;1
"le biciclette sono discretamente pesanti (l'idea di una pedalata assistita nn e' cattiva), spesso con pneumatici sgonfi; anche i rapporti di trazione sono parzialmente da ottimizzare.gli stalli andrebbero meglio riforniti o sgombrati,  e mi piacerebbe usare il servizio anche di notte, oltre che per qualche minuto in più.";-1
rendere le strade più a misura di biciclette e meno a misura di auto;0
Ci vorrebbe una migliore manutenzione delle bici (come a torino), i cambi sono tutti rotti, e spesso anche i freni;-1
servizio eccezionale, chi si lamenta è il solito italiano;0
"Ridurre la distanza tra le tre marce del cambio delle bici (quella lunga è quasi inservibile); estendere bici in zona Sempione (FNM Domodossola) e Fiera-Lotto";-1
IN STAZIONE CENTRALE NEGLI ORARI DI PUNTA NON SI TROVANO MAI BICICLETTE DISPONIBILI E MOLTO SPESSO ANCHE LA SERA NON SI RIESCE A RESTITUIRE PERCHè GLI STALLI SONO AL COMPLETO;-1
a volte le biciclette non si staccano;0
dovete potenziare le postazioni per restituire le bici in centro. in piazza cavour all'ora di punta è impossibile lasciare la bici negli spazi regolari e quindi mi porta a non utilizzarla per non perdere 3 ore a trovare un posto libero in centro dove restituirla.;0
manutenzione biciclette da aumentare;0
controllate più spesso freni, pedali e cambio delle bici, grazie!;0
"Proteggere meglio lo spazio di alcuni parcheggi dalle auto. In alcuni casi è un problema prelevare o depositare la bici. Affiancare piste ciclabili \\""lisce\""\"" dove rimane il pavè.""";1
estendere anche in zone più periferiche il servizio (ad es. Rogoredo);0
Dovreste migliorare il processo di manutenzione, spesso le biciclette hanno il cambio malfunzionante. L'ubicazione e la numerosità delle stazioni è migliorabile. Spesso le stazioni vicine ad altri mezzi (es. Stazione Cadorna) sono sovraffollate... ho perso il treno diverse volte perché non potevo depositare la bicicletta.;0
spesso lavorando in centro non trovo spazi liberi per consegnare la bike e vorrei il servizio anche in p.zza Firenze;1
Alleggerite le bici e spingetevi più fuori dalle circonvallazioni con le stazioni!;0
a me farebbe comodo una stazione nelle vicinanze di ple Lotto;0
migliorare la manutenzione sui mezzi in alcune zone;1
mettere punti di ritiro a tutte le fermate del metro;-1
Apprezzo molto il servizio e vi auguro il meglio! A me auguro di trovare prima o poi stazione in Pzza Amendola o Pzza Arduino...;1
Il servizio deve essere utilizzabile alla mattina presto per evitare di prendere taxi. Alle 5.30 potrebbe essere un orario ragionevole. E fine servizio all'una di notte. Mezzanotte e' troppo presto (anche in inverno);1
Il peggior servizio clienti che si possa immaginare. Inefficienti, ignoranti e cafoni. Inoltre, è stupido che l'abbonamento BikeMi non sia integrato sulla tessera ATM.;-1
allargare anche alle zone più periferiche (tipo zona S. Siro) il servizio;0
+ piste ciclabili, allargare la zona di copertura;0
aggiungere stazioni oltre il perimetro attuale (esempio piazzale Corvetto);0
Allargare la cerchia degli stalli nell'aria metropolitana estendendola fino alla periferia e ai capolinea delle metro. Richiedere più piste ciclabili.;0
Bravi!;0
aumentare i punti di prelkievo anche verso piazza firenze;0
Poche stazione oltre la cerchia dei bastioni;0
aumentare l'orario di prelievo all'una di notte, sempre, non siamo cenerentola! e diventa impossibile ususfruire del servizio se si va al cinema al secondo spettacolo;0
Stazione di piazza Leonardo da Vinci va svuotata con più frequenza;1
Dovrebbero essere messe più stazioni in giro per la città. Per esempio davanti alla fermata Sondrio della linea gialla dove passa la pista ciclabile manca una stazione. Soprattutto ci sono pochissime stazioni vicino al nuovo quartiere di Porta Nuova dove nei grattaceli Unicredit lavorano 4 mila persone. Grazie;0
Bisognerebbe trovare un sistema per cui sempre in ogni stazione rimangano sempre 2-3 stalli liberi perchè a volte capita che si congestionino più stazioni nelle zone centrali (al mattino) o in quelle esterne (alla sera) ed  è una perdita di tempoper una persona girare 3-4 stazioni prima di trovare posteggio. Grazie saluti;1
Il servizio dovrebbe essere disponibile anche di notte;1
si è necessario estendere il servizio ad altri parti della città complemente scoperte (san siro ad esempio);1
1) PIU' IMPORTANTE DI TUTTO MIGLIORARE LA MANUTENZIONE 2) succede frequentemente di tovare stazioni completamente piene o completamnte vuote;0
aumentare nettamente le piste ciclabili. Andare in bici su strada è troppo pericoloso!;0
migliorare il servizio di riconsegna delle biciclette nel tardo pomeriggio nella stazione di Cadorna!;0
Biciclette pesanti e scomode, stazioni piene e non ben distribuite;0
SAREBBE BELLO TROVARE LE BICI SOTTO LE PENSILINE COSI DA NON TROVARLE BAGNATE;1
Fate più piste ciclabili!!!;0
Un controllo più accurato si trovano spesso biciclette difettose (anche se spesso sono soggette a vandalismo);-1
istituire altri punti;0
il servizio e' ottimo, bisogna anzi incrementare le stazioni per raggiungere anche le periferie (aumentando il tempo di gratuita');1
verificare più spesso il funzionamento del cambio delle marce che ho trovato rotto in più di un'occasione, non potendo utilizzare la seconda (che è la marcia che si usa di più).;-1
unica tessera se abbonati ATM+BIKEMI (e perchè no bikemi gratis per gli abbonati annuali ATM;0
Uno stallo in piazza De Angeli, please!;0
Allargate l'area con le stazioni disponibili. Ad es. a est fino a Lambrate fs, Loreto, viale Corsica ecc.;1
INTENSIFICARE I PRELIEVI DI BICICLETTE AL MATTINO VERSO LE 8.30 - 9 NELLE STAZ. DEL CENTRO;0
La manutenzione di biciclette e stalli deve essere più puntuale;-1
Si dovrebbe prevedere una modalità per richiedere o suggerire l'installazione di nuove postazioni dove l'utenza ne sente maggiormente bisogno. Eventualmente si potrebbero mettere sondaggi mensili dove gli utenti registrati possano votare le località ove inserire nuove postazioni.;0
Migliorare possibilità di prelievo e aggancio a Cadorna negli orari di punta (7-9 e 17-19);1
ci vorrebbero più piste ciclabili o sezioni stradali in sicurezza;0
controllare funzionalità bici e svuotare stalli pieni in centro;-1
il grosso disagio è trovare spesso bici sgonfie !!;-1
ALLEGGERITE LE BICI, MANUTENETELE MEGLIO, E MONITORATE ULTERIORMENTE GLI STALLI, A VOLTE VUOTI PER IL RITIRO O PIENI PER LA CONSEGNA.;-1
estendere ulteriormente il numero di stazioni ...;0
andrebbero controllate più spesso le bici;-1
Abbassarei il tempo di pausa tra un noleggio e l'altro (10 minuti è troppo);-1
Aumentare la frequenza di rotazione delle stazioni in Centro la mattina nei giorni lavorativi. Alle 09.00 in centro gia non ci sono più posti nelle stazioni presso il Duomo;1
prevedere possibilità sblocco bici immediato da parte call center in caso malfunzionamento (no 10 minuti);-1
Aumentare le stazioni. Fare orario prolungato per tutto l'anno.;0
le biciclette sono spesso mal funzionanti e troppo pesanti, il tutto è ripagato dalla cortesia dei vostri operatori che assistono per qualunque difficoltà con competenza e gentilezza. grazie;1
Occorrerebbe trovare un sistema per segnalare guasti (gomme sgonfie, cambi non funzionanti, ecc...) al momento della riconsegna della bici in modo da pianificare un intervento efficiente e veloce.;1
Allungare la durata del servizio (mattino presto e dopo mezzanotte);-1
Maggiore attenzione allo stato delle bici, troppo spesso hanno dei problemi o sono mal regolate;-1
per quanto difficile, è importante gestire la rotazione delle bici nelle stazioni, in modo da avere bici e stalli liberi sempre disponibili;1
Le bici spesso sono difettose, bisognerebbe poterlo comunicare velocemente quando si ripone la bici, nello schermo di riconsegna.;-1
Sarebbe importante una migliore manutenzione delle biciclette, spesso i sellini girano e i freni non funzionano;1
permettere in caso di anomalia nel ritiro di poter prelevare una bici senza attendere 10 minuti;-1
Ho difficoltà con la bici tra le macchine, non mi sinto securo;-1
il servizio dovrebbe funzionare 24 ore al giorno;0
"le bici devono essere meglio manutenute; estendere gli stalli";-1
Vorrei che il comune portasse le biciclette anche in altre zone. (De Angeli- Gambara)..;0
da migliorare la manutenzione (i cambi delle marce hanno quasi sempre problemi);-1
Più Manutenzione dei mezzi e più ricambio;0
Dovreste provare a dotare ogni rastrelliera di 3/5 bici con un seggiolino per bambini (davanti o dietro, ma pratico);1
Dovreste aumentare i depositi in centro dove non c'è mai posto.;0
Ampliare il servizio è vitale. Bisogna cominciare a coprire anche posti a sud oltre la circonvallazione, per permettere a chi parcheggia lì fuori di accedere al centro più velocemente, almeno in grandi vie ciclabili che vanno preparate.;1
Consiglio una manutenzione più frequente delle biciclette e un'aggiunta di stalli.;-1
Le stazioni dovrebbero coprire zone più ampie della città, andando verso la periferia. Io uso il bike mi quasi tutti i giorni dal lunedì al venerdì ma per prendere la bici devo fare per forza tre fermate di tram per raggiungere la stazione più vicina e questo a volte costituisce un disincentivo specialmente se si è un po' stretti con i tempi.;-1
Migliore controllo dell'efficienza della pedalata (manutenzione delle bici). Stalli davanti alla stazione di Garibaldi, e un numero maggiore.;1
OCCORRONO LE PISTE CICLABILI. IN MOLTE ZONE DELLA CITTA' (ANCHE CENTRALI) L'USO DALLA BICICLETTA è ANCORA TROPPO PERICOLOSO PER ASSENZA DI CORSIE DEDICATE AI CICLISTI;-1
Le bicilette sono un po' troppo pensati. Inoltre vorrei allargare il servizio anche in periferia.;0
NON RIEMPIRE SEMPRE COMPLETAMENTE GLI STALLI, MA LASCIARE QUALCHE POSTO VUOTO;-1
Allargare il raggio per poter utilizzare Bikemi anche nelle zone più periferiche;1
maggiore manutenzione delle bici e della stazioni di posteggio.;1
portare una stazione di bikemi fino al politecnico in bovisa;1
Aumentare il numero degli stalli, in particolare vicino alle stazioni (es. Porta Garibaldi);-1
Dalle 24 alle 7 del mattino, potrebbe essere interessante avere la bici disponibile 24/24, sia perchè in questo modo può essere a disposizione di chi si deve trovare sul posto di lavoro prima delle 7, sia per chi rientra dopo le 24, da lavoro o svago, e avrebbe un mezzo diverso dal taxi a disposizione (visto che anche metro e autobus di superficie non sono disponibili);1
Servizio attivo anche oltre le 24;0
ritengo sia un ottimo servizio e anche la gestione è molto buona.;1
fate accesso diretto con carta di credito - curate manutenzione bici - bici pesano troppo più LEGGERE !!!;1
"1) Spesso gli stalli sono pieni e non riesco a lasciare la bici: oltre al rifornimento di bici bisognerebbe tenere monitorati i parcheggi e fare in modo di lasciare sempre dei posti liberi per il deposito; 2) perchè non adottare bici senza cambio? l'inconveniente più frequente è il cambio rotto";-1
inserire nuova stazione AGGIUNTIVA in P. Cavour;0
"Maggior cura nella scelta e nella manutenzione delle bici; più stazioni anche in zone meno centrali";1
aggiungere stazioni in prossimita' dei capolinea linee extraurbane o metropolitane;1
Stazioni anche in zona periferica, diponibilità 24/24h;0
Le biciclette dovrebbero essere più leggere;0
dovrebbe funzionare h24, o almeno chiudere più tardi la sera;-1
Bici con manutenzione giornaliera ...spesso la bici e gusta ..., più stazioni perché la sera non trovo posto per depositarlo;0
Estendere le stazioni con le biciclette alla cerchia esterna e alle principali aziende. Migliorare la manutenzione delle bici.;1
Fate in modo che l'utente possa avvertirvi facilmente (app mobile) se una bicicletta particolare ha dei problemi (ruote sgonfie, freni non funzionanti, ...). In modo da poter intervenire più efficacemente.;1
1) aumentare le stazioni nelle zone più periferiche, 2) manutenzione delle piattaforme, ogni volta che riattacco la bici non fa contatto e devo chiamare l'assistenza perché la considera ancora in uso!!!;-1
Privilegiare in generale gli spostamenti ecologici.;0
"Inserire la possibilità di segnalare dei difetti alla bici quando la si rilascia, in modo che a queste vengano date priorità più basse per l'accesso ad altri utenti (o vengano proprio bloccate se il difetto è \\""grave\""\"").""";-1
Sono fortemente desiderate nuove stazioni nella zona est della città,  parco marinai d'Italia, piazzale Martini;1
